0,0,2,1,59,1,0,163.3166667,0
0,0,2,1,59,2,0,200.86,0
0,0,2,1,59,4,0,154.8888889,0
0,0,2,1,59,6,0,108.64,0
0,0,2,1,60,1,0,85.46666667,1
0,0,2,1,60,1,3,82.0,1
0,0,2,1,60,1,4,154.25,0
0,0,2,1,60,2,0,80.95,1
0,0,2,1,60,2,3,78.0,1
0,0,2,1,60,2,4,197.01,0
0,0,2,1,60,4,0,80.25,1
0,0,2,1,60,4,3,77.91666667,1
0,0,2,1,60,4,4,144.6944444,0
0,0,2,1,60,6,0,88.12,1
0,0,2,1,60,6,3,78.84,1
0,0,2,1,60,6,4,78.15,1
0,0,2,1,69,3,0,112.05,0
0,0,2,1,69,5,0,322.0555556,0
0,0,2,1,70,3,0,87.1,1
0,0,2,1,70,3,3,97.11,1
0,0,2,1,70,3,4,80.86,1
0,0,2,1,70,5,0,194.4388889,1
0,0,2,1,70,5,3,378.8222222,0
0,0,2,1,70,5,4,207.7722222,1
0,1,1,1,59,1,0,646.675,0
0,1,1,1,59,4,0,564.6346154,0
0,1,1,1,59,6,0,248.2166667,0
0,1,1,1,60,1,0,578.625,0
0,1,1,1,60,4,0,523.9615385,0
0,1,1,1,60,6,0,90.0,1
0,1,1,1,60,6,2,94.58333333,1
0,1,1,1,60,6,3,243.5166667,0
0,1,1,1,60,6,4,225.05,0
0,1,1,1,61,1,0,608.2,0
0,1,1,1,61,4,0,546.3461538,0
0,1,1,1,62,1,0,596.475,0
0,1,1,1,62,4,0,554.1153846,0
0,1,1,1,63,1,0,603.65,0
0,1,1,1,63,4,0,553.7692308,0
0,1,1,1,64,1,0,532.8,0
0,1,1,1,64,4,0,483.4615385,0
0,1,1,1,65,1,0,567.975,0
0,1,1,1,65,4,0,505.9615385,0
0,1,1,1,66,1,0,564.3,0
0,1,1,1,66,4,0,496.1730769,0
0,1,1,1,67,1,0,588.9,0
0,1,1,1,67,4,0,522.6346154,0
0,1,1,1,68,1,0,537.075,0
0,1,1,1,68,4,0,481.6538462,0
0,1,1,1,69,1,0,544.05,0
0,1,1,1,69,3,0,178.4,0
