XOSOP.COM,",O",634,20,20,0,0,1,1,0,0,1,3,1,-38.688,6,0,38.85,38.85,LEGIT
TMA.COM,",O",634,13,13,0,0,0,1,1,0,3,3,1,-2.6,10,4,12.95,12.95,LEGIT
BRZWCURTY.NET,",O",634,10,10,0,0,1,1,0,0,1,3,0,11.24,10,0,38.85,38.85,LEGIT
XZXDQOGHY.NET,",O",634,16,16,0,0,0,0,0,0,1,3,1,-34.696,23,0,49.95,49.95,LEGIT
ACYTF.COM,",O",634,14,14,0,0,1,0,1,0,1,3,0,49.144,6,1,10.36,10.36,LEGIT
YVMCDBPFPZ.NET,",O",634,12,12,0,0,0,0,0,0,1,3,0,-24.08,21,2,14.95,14.95,LEGIT
KJIMPMYOC.COM,",O",634,16,16,0,0,0,1,0,0,1,0,1,46.088,23,0,38.85,38.85,LEGIT
LMXKFJIIUNRM.COM,",O",634,12,12,0,0,0,1,1,0,1,0,0,-7.304,20,0,49.95,49.95,LEGIT
TMA.COM,",O",634,15,15,0,0,0,0,0,0,1,3,1,29.616,19,0,12.95,12.95,LEGIT
VUHZRNB.COM,",O",634,22,22,0,0,0,1,1,0,2,3,1,30.848,7,2,49.95,49.95,LEGIT
TMA.COM,",O",634,22,22,0,0,1,0,0,0,2,2,1,-23.088,7,1,11.01,11.01,LEGIT
NEKSXUK.NET,",O",634,10,10,0,0,0,1,0,0,1,3,0,-8.88,20,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,13,13,0,0,1,0,0,0,1,3,1,33.304,8,0,10.36,10.36,LEGIT
TMA.COM,",O",634,17,17,0,0,0,1,1,0,1,2,0,-59.392,15,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,13,13,0,0,1,1,0,0,2,3,0,31.592,9,4,12.95,12.95,LEGIT
XZXDQOGHY.NET,",O",634,16,16,0,0,1,0,1,0,1,2,1,27.936,21,0,38.85,38.85,LEGIT
BRZWCURTY.NET,",O",634,9,9,0,0,1,1,1,0,1,3,1,27.912,9,9,10.36,10.36,LEGIT
VKQQROPTO.NET,",O",634,10,10,0,0,1,0,0,0,2,3,1,-10.24,6,0,31.08,31.08,LEGIT
XOSOP.COM,",O",634,12,12,0,0,1,1,1,0,2,1,0,10.52,19,2,38.85,38.85,LEGIT
HIYQFX.NET,",O",634,21,21,0,0,1,1,0,0,1,3,0,-54.304,7,1,38.85,38.85,LEGIT
ZUB.NET,",O",634,12,12,0,0,0,1,1,0,1,3,1,-16.28,8,0,38.85,38.85,LEGIT
YAZOUGVRHK.COM,",O",634,9,9,0,0,1,0,0,0,1,2,0,-20.968,18,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,19,19,0,0,0,0,0,0,1,3,0,28.096,23,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,15,15,0,0,1,1,1,0,2,3,0,52.904,10,2,12.95,12.95,LEGIT
XOSOP.COM,",O",634,10,10,0,0,0,0,0,0,1,3,1,16.768,19,2,12.95,12.95,LEGIT
VUHZRNB.COM,",O",634,20,20,0,0,0,0,0,0,2,2,0,-12.272,7,1,12.95,12.95,LEGIT
IQ.RR.COM,",O",634,9,9,0,0,0,1,1,0,1,3,1,-32.792,19,0,38.85,38.85,LEGIT
UGGLH.COM,",O",634,15,14,0,0,1,1,0,0,1,3,0,-17.264,6,0,12.95,12.95,LEGIT
TGRXNMB.NET,",O",634,5,5,0,0,1,1,0,0,1,2,0,-61.72,7,0,25.9,25.9,LEGIT
XOSOP.COM,",O",634,12,12,0,0,1,0,0,0,1,3,1,21.864,15,4,11.65,11.65,LEGIT
BB.COM,",O",634,23,23,0,0,0,0,0,0,1,3,1,47.2,20,0,12.95,12.95,LEGIT
XOSOP.COM,",O",634,15,15,0,0,1,1,1,0,1,3,0,13.712,8,0,12.95,12.95,LEGIT
UGGLH.COM,",O",634,15,15,0,0,1,1,0,0,2,3,1,36.672,6,2,10.36,10.36,LEGIT
XOSOP.COM,",O",634,10,10,0,0,0,0,0,0,1,3,0,23.56,25,0,12.95,12.95,LEGIT
BRZWCURTY.NET,",O",634,10,10,1,0,1,0,1,0,1,3,0,17.416,9,2,12.95,12.95,LEGIT
BRZWCURTY.NET,",O",634,10,10,0,0,1,1,1,0,1,3,0,-30.248,8,0,38.85,38.85,LEGIT
UGGLH.COM,",O",634,16,16,0,0,1,1,0,0,2,3,1,36.672,6,2,10.36,10.36,LEGIT
TMA.COM,",O",634,13,13,0,0,1,0,1,0,2,3,0,35.064,9,0,25.9,25.9,LEGIT
XOSOP.COM,",O",634,9,9,0,0,0,0,0,0,2,1,1,4.552,23,0,38.85,38.85,LEGIT
UGGLH.COM,",O",634,12,12,1,0,0,0,0,0,1,0,1,19.464,16,0,12.95,12.95,LEGIT
HWSSMSQD.COM,",O",634,14,14,0,0,1,1,0,0,1,2,1,40.984,18,0,38.85,38.85,LEGIT
CLQF.EDU,",O",634,13,13,0,0,0,0,0,0,1,3,1,21.72,16,0,38.85,38.85,LEGIT
BRZWCURTY.NET,",O",634,20,20,0,0,0,1,0,0,1,1,0,17.288,24,0,12.95,12.95,LEGIT
KGAMJIMDX.EDU,",O",634,11,11,0,0,0,0,0,0,1,3,1,34.472,20,0,49.95,49.95,LEGIT
FUWMDHLMRXVDZZNDPOZ.COM,",O",634,17,17,0,0,0,0,0,0,1,2,0,-7.528,29,0,12.95,12.95,LEGIT
XZXDQOGHY.NET,",O",634,14,14,0,0,0,0,0,0,2,1,0,-47.176,10,0,12.95,12.95,LEGIT
NAHPRXE.COM,",O",634,6,6,0,0,1,1,1,0,2,2,1,-96.48,24,0,10.36,10.36,LEGIT
HBQ.GOV,",O",634,14,14,0,0,0,0,0,0,1,2,0,18.84,6,2,31.08,31.08,LEGIT
BRZWCURTY.NET,",O",634,14,14,0,0,1,1,1,0,1,2,0,33.168,21,2,12.95,12.95,LEGIT
XOSOP.COM,",O",634,3,3,0,0,1,0,0,0,1,3,1,33.304,8,0,10.36,10.36,LEGIT
VUHZRNB.COM,",O",634,11,11,0,0,0,0,1,0,1,2,1,53.224,27,4,12.95,12.95,LEGIT
VUHZRNB.COM,",O",634,10,10,0,0,0,0,0,0,1,2,1,42.608,25,0,38.85,38.85,LEGIT
BRZWCURTY.NET,",O",634,10,10,0,0,1,1,1,0,1,3,1,-9.0,19,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,14,14,0,0,0,1,1,0,2,3,1,-2.096,23,2,12.95,12.95,LEGIT
SCFETPRHBRE.COM,",O",634,16,16,0,0,0,1,0,0,1,3,1,32.736,30,0,12.95,12.95,LEGIT
TGRXNMB.NET,",O",634,18,18,0,0,0,1,1,0,1,3,0,-54.272,19,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,21,21,0,0,0,1,1,0,1,2,1,18.0,27,0,38.85,38.85,LEGIT
TMA.COM,",O",634,20,20,0,0,0,1,1,0,1,3,0,12.216,8,0,38.85,38.85,LEGIT
XOSOP.COM,",O",634,16,16,0,0,0,0,0,0,1,3,1,-24.888,19,1,12.95,12.95,LEGIT
